canonical_form_id,court_type,form_number,official_title,procedure_stage,official_source_result,source_revision_status,required_structured_fact,user_facing_status,classification,reason
"0d427a7c-4343-4322-845a-7f2a07efa726","family","Form 34A","Assessment / Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"8bc8b0c7-d33a-4507-a36a-1aef888d0b0d","family","Form 34B","Assessment / Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"db1857c4-9015-4dac-83bd-6334fb91a754","family","Form 34B","Non-parent’s consent to adoption by spouse","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"0bf4353b-5516-41e5-839a-976faeccb6a9","family","Form 34C","Assessment / Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"e929920c-2bd0-4cfe-abff-ab48adc1dc78","family","Form 34C","Director’s or local director’s statement on adoption","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"79655d6d-4235-42d0-9b16-081bafc30a9d","family","Form 34D","Affidavit of adoption applicant(s), sworn/affirmed","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"8f2b0780-f110-488c-8498-1938d3938403","family","Form 34D","Assessment / Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"6b56fbc9-c032-451a-9729-db760dff0758","family","Form 34E","Assessment / Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"044e7979-8e86-41f9-9ac6-d89085551605","family","Form 34E","Director’s consent to adoption","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"23381da2-c764-4393-9c29-443d61e1e1b4","family","Form 34F","Assessment / Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"253167b2-3b1b-48f6-96df-00984768d255","family","Form 34F","Parent’s or custodian’s consent to adoption","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"86dc47da-73ef-47fa-876a-1dd0f2d0638d","family","Form 34G","Affidavit of adoption licensee or society employee","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"ef497bdf-0465-4f7f-882e-0cf61dc44bc5","family","Form 34G","Assessment / Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"f3cbd7e0-fc0e-47a7-a57e-c942f8b938a5","family","Form 34G.1","Affidavit of society employee for adoption of a child in extended society care","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"f1582e30-ac45-49e8-876a-e44ee8dd1792","family","Form 34H","Affidavit of Applicant to a Family Adoption","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"a1a0f44c-ffea-418c-9fcc-4b093f778c1f","family","Form 34H.1","Affidavit of Person over 18 Living with Applicant to a Family Adoption","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"e215ab68-06f2-48e1-92ab-cb434f0607ee","family","Form 34I","Assessment / Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"cbfc102f-4ab2-418c-a79e-3a72c96a29de","family","Form 34I","Parent’s consent to adoption by spouse","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"7581329d-4952-46e2-ab80-3dc23b6bc494","family","Form 34J","Affidavit of Execution and Independent Legal Advice (Children’s Lawyer)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"498b50a4-c6a3-450a-a9cb-1c3d2f757735","family","Form 34J","Assessment / Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"4c93fc78-08fc-4ef7-8a24-2dec4072bde0","family","Form 34K","Certificate of clerk (adoption)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"741f4467-7e77-4864-ba92-cdb6afcc7ca7","family","Form 34L","Application for openness order","starting-case","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"3c76e072-3e26-4bfa-9469-e92e6a26fb95","family","Form 34L","Assessment / Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"221f5111-0b83-4d9b-a450-84bfc9353f56","family","Form 34M","Assessment / Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"412144d0-4ba3-4318-ab1e-96072c622125","family","Form 34M","Consent to openness order under s. 194 of the Child, Youth and Family Services Act, 2017","already-started","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"23126f70-6fb4-4d9c-9810-7c3dcf03ade1","family","Form 34M.1","Assessment / Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"fbef45d4-0e43-4b62-969b-01fa11844d22","family","Form 34M.1","Consent to openness order under s. 196 or 197 of the Child, Youth and Family Services Act, 2017","already-started","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"df9bdd7a-3858-478e-be28-8888c0926b9e","family","Form 34N","Application to change or terminate openness order","starting-case","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"2cd455ff-a56d-42e1-9cab-b77a889ea8ae","family","Form 34N","Assessment / Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"8181d107-ff8e-49dd-a952-7cb85a77c963","family","Form 35","1A Affidavit (child protection information)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"501395c9-f7a4-4214-b13b-30b38ce5d85c","family","Form 35.1","Affidavit (decision-making responsibility, parenting time, contact)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","mapped-and-verified","Active exact canonical mapping in readonly export."
"0d45def1-ed6b-4df3-a062-f5ee8bf52682","family","Form 35.1","Affidavit for","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"ca6cd87b-c976-4a6e-bc54-2eac41abcbae","family","Form 35.1A","Affidavit for","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"3b56a9b8-179a-4e60-a2c6-0054e64c07e8","family","Form 36","Affidavit for Divorce","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"4cd9aad1-3f05-461c-8e75-e1c4321002d3","family","Form 36","Divorce Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"f3fdcea4-5fb7-4056-a191-120cf5f26fbf","family","Form 36A","Certificate of Clerk (Divorce)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"00fa6e16-c46d-4ab1-95c9-963a33c0f5c2","family","Form 36A","Divorce Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"2ea3c689-7fea-4d3f-a426-013d1df0d439","family","Form 36B","Certificate of Divorce","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"d46079c0-f5e5-43d9-9fd9-37c4a34743a9","family","Form 36B","Divorce Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"5fc760cd-1d67-4dd6-8348-a59c96025ac4","family","Form 37","Notice of Hearing","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"236c3993-208b-4f24-95d5-a6875c0c1f3e","family","Form 37A","Information Sheet","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"4011aea7-9b5e-4de7-b35a-5f3c2b969c93","family","Form 37B","Direction to Request Further Information","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"7bed11c1-f109-45b1-b693-a9f6c76c1612","family","Form 37C","Notice of Continuation of Hearing","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"97ea68c9-8f3c-498c-9f98-016dec49249d","family","Form 37D","Notice of Registration of Order","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"810834e3-e9d2-489a-b388-07529b688d4f","family","Form 37E","Notice for Taking Further Evidence","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"a7040849-36b8-40e2-b776-49df3684f2a9","family","Form 38","Appeal","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"6c998c13-8c58-4726-b8d7-cb49c0fe7336","family","Form 38","Notice of Appeal","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"56f8fef9-5c0a-474b-9823-233f83a43efd","family","Form 39","Notice of Appeal","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"1d8f65cf-cfff-4eaf-a763-24b81db9002d","family","Form 39","Notice of Approaching Dismissal","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"1524bd9d-1140-4855-80c9-c20727bb2bac","family","Form 43","Binding Judicial Dispute Resolution Hearing Request and Consent","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"5ab4dadf-1a3c-447b-8f1b-c942e33d31b3","family","Form 43A","Binding Judicial Dispute Resolution Hearing Request and Consent – Office of the Children’s Lawyer","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"cd66d238-d708-4cb1-a3b2-7d46d846fce9","family","Form 43B","Affidavit for Binding Judicial Dispute Resolution Hearing","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"54b839e0-0c40-4444-b249-69f41cf93a57","family","Form 43C","Confirmation of Binding Judicial Dispute Resolution Hearing","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"32a15f48-1a85-4d1f-b8ff-8894d441f061","family","Form 6","Acknowledgment of Service","already-started","verified-catalogue-source","Sept. 1, 2005","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"d15846ca-8798-4f52-bd04-1a262663301a","family","Form 6A","Acknowledgment of Service","already-started","ambiguous-official-identity","March 19, 2015","","user-facing catalogue record","provenance-missing","Official page form number matched, but the page title does not exactly match the catalogue title."
"330d839f-1806-4551-afc1-46f0b6786758","family","Form 6A","Advertisement","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"21fd1fd2-2d0f-486d-abbf-41faab3d488c","family","Form 6B","Affidavit of Service","already-started","not researched in current official-source queue","not verified","","user-facing catalogue record","mapped-and-verified","Active exact canonical mapping in readonly export."
"2d94df40-4985-49e6-a136-9d1a6dd7cb1d","family","Form 6C","Lawyer or Paralegal's Certificate of Service","already-started","ambiguous-official-identity","April 1, 2023","","user-facing catalogue record","provenance-missing","Official page form number matched, but the page title does not exactly match the catalogue title."
"a164aca2-e415-4956-adaa-35f117a35d9c","family","Form 8","01 Automatic Order","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"82d885fe-4f0e-4e37-adce-6c1ff331f3f1","family","Form 8","Application (General)","starting-case","not researched in current official-source queue","not verified","","user-facing catalogue record","mapped-and-verified","Active exact canonical mapping in readonly export."
"03664f12-87b9-439c-a896-5ffeb0dd738e","family","Form 8A","Application (Divorce)","starting-case","not researched in current official-source queue","not verified","","user-facing catalogue record","mapped-and-verified","Active exact canonical mapping in readonly export."
"395dc0c0-05ce-41f6-b944-a75ab756c279","family","Form 8B","Application (child protection and status review)","starting-case","verified-catalogue-source","Feb. 1, 2022","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"2f7422d0-e52b-4d91-b30f-56fc7f92c2a6","family","Form 8B.1","Application (status review for child in extended society care and child formerly in extended society care)","starting-case","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"c3b6b8b4-cae8-46b4-af4b-4685af516e3a","family","Form 8B.1","Form 8b.1 2018","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"0b151de6-e408-4bf9-9a84-d03a4b6f7aa3","family","Form 8B.2","Application (general) (Child, Youth and Family Services Act, 2017 cases other than child protection and status review)","starting-case","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"2a1502ba-7dfc-4224-bda7-9a983f8a8490","family","Form 8B.2","Form 8b.2 2018","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"e58550c7-6572-4492-9a53-a9454472653c","family","Form 8C","Application (secure treatment)","starting-case","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"8ee6b80b-8e7d-499b-92be-a2e4f8edb293","family","Form 8C","Form 8c 2018","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"50666c7e-aec0-4f5d-aab7-225d220da5c0","family","Form 8D","Application (adoption)","starting-case","verified-catalogue-source","May 26, 2025","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"29d1c92a-98fd-4c2f-b4b8-e656412ea7dc","family","Form 8D.1","1","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"68571081-a44d-491d-840c-0be658e74357","family","Form 8D.2","Form 8d.2 2018","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"fcadb92a-d31a-46ba-9f1f-5062a65d8dc0","family","Form 8D.2","Notice of intention to place child(ren) for adoption","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"5ff52dbf-321c-49e0-957d-df76e6de102d","family","Form 8D.3","Form 8d.3 2018","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"ec339f3a-0876-474b-95a6-5bd33c23b3ba","family","Form 8D.3","Notice of intention to place First Nations, Inuk or Métis child for adoption","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"ffb700d9-73da-4c4a-a901-7f4006823446","small-claims","Form 01B","1B Request to Change Attendance Method","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"dffd3bfe-b3c6-4983-bb01-86fee338ebce","small-claims","Form 01C","1C Objection to Request to Change Attendance Method","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"a9359589-58d6-4255-b07f-5054ef5be3e2","small-claims","Form 10A","Defendant's Claim","starting-case","not researched in current official-source queue","not verified","","user-facing catalogue record","mapped-and-verified","Active exact canonical mapping in readonly export."
"cc40ee0f-d947-4b12-a6e7-5acb7cff1084","small-claims","Form 11","2A Request for Clerk’s Order on Consent","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"4300c97c-a430-45b4-b7cb-da90f0d9be20","small-claims","Form 11.3A","Notice of Discontinued Claim","already-started","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"aea66bb1-804f-4639-a3e6-e5f3ae84c00b","small-claims","Form 11A","Affidavit for Jurisdiction","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"3915228f-c604-43b8-9406-cf158d057137","small-claims","Form 11A","Notice of Motion and Supporting Affidavit","motion","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"bbe8a680-cdeb-4efc-9bb3-d14cff305e19","small-claims","Form 11B","Default Judgment","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"6e9981cd-a1bb-4342-bc61-f4955b72c177","small-claims","Form 13A","List of Proposed Witnesses","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"5f0c27ad-9c2c-4397-9850-ab40b01dd158","small-claims","Form 13B","Consent","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"c8d8d215-6d71-4538-b392-fc480467e649","small-claims","Form 14A","Offer to Settle","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'ambiguous-asset-stage', so an exact mapping cannot be planned from the export alone."
"c0eb3309-d2cc-4e39-aa05-2f60b1e2b68d","small-claims","Form 14B","Acceptance of Offer to Settle","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'ambiguous-asset-stage', so an exact mapping cannot be planned from the export alone."
"c9a9b159-e080-47f1-9702-5e98f934b896","small-claims","Form 14C","Notice of Withdrawal of Offer to Settle","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'ambiguous-asset-stage', so an exact mapping cannot be planned from the export alone."
"4c010070-52ba-483e-bcf6-94eaa9f01c39","small-claims","Form 14D","Terms of Settlement","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"c64b6ee4-f865-4da7-a8e9-6d26762d7098","small-claims","Form 15A","Notice of Motion and Supporting Affidavit","motion","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"9d32673a-5253-4c56-b0de-58961d54ff5a","small-claims","Form 15B","Affidavit","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"dd810825-258c-4a5c-bf09-e45c4835e8b2","small-claims","Form 18A","Summons to Witness","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"ad19b220-c666-4c98-98d3-592d121a9de4","small-claims","Form 18B","Warrant for Arrest of Defaulting Witness","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"d6ffe826-e233-494a-9f30-b21a2a9b98f0","small-claims","Form 1A","1 Additional Debtors","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"cd87fefd-436d-43c2-b6b8-8ded924b3342","small-claims","Form 1A","Additional Parties","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"","small-claims","Form 20A","Certificate of Judgment","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","No current clean-view routing record."
"1a170388-b11c-4642-a61a-bb95cb6da8ac","small-claims","Form 20B","Writ of Delivery","enforcement","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"331da395-14c2-46b2-a435-fd82c83ee77e","small-claims","Form 20C","Notice of Examination","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"39a9d6fc-b76a-426c-a54c-29a0c3be226f","small-claims","Form 20C","Writ of Seizure and Sale of Personal Property","enforcement","verified-catalogue-source","May 1, 2025","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"","small-claims","Form 20D","Writ of Seizure and Sale of Land","enforcement","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","No current clean-view routing record."
"","small-claims","Form 20E","Notice of Garnishment","enforcement","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","No current clean-view routing record."
"7398efae-d96e-428e-bcd5-a8eddfdc1574","small-claims","Form 20E.1","Notice of Renewal of Garnishment","enforcement","verified-catalogue-source","Jan. 1, 2021","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"3a7290c4-6ed9-49bf-9571-35ce79421ead","small-claims","Form 20F","Garnishee's Statement","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"84a554f3-99f8-4a78-9152-636d5c0fc290","small-claims","Form 20F","Garnishee's Statement - .","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"96b9d64f-57e4-4eb8-b173-440ffef44467","small-claims","Form 20G","Notice to Co-owner of Debt","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"f8c5b977-ab57-4f06-86b5-f9bf1b9524b1","small-claims","Form 20H","Notice of Examination","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"70da2685-9095-4d17-93a7-560bfac9925e","small-claims","Form 20I","Financial Information Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"fa43eb9e-7009-4bb1-8c45-8bea64ccb998","small-claims","Form 20J","Warrant of Committal","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"ce797e4a-329b-4470-94cf-43b107445c01","small-claims","Form 20K","Identification Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"46aa9121-cd78-46c6-950d-0e2605d9b096","small-claims","Form 20L","Notice of Default of Payment","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"3f693968-adb3-44bc-a6aa-1c721c877a28","small-claims","Form 20M","Affidavit of Default of Payment","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"29a85a4b-05bb-47e6-ac3a-75c9c614973c","small-claims","Form 20N","Request to Renew Writ of Seizure and Sale","enforcement","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"f059db48-516f-4342-b463-10a9122de6a2","small-claims","Form 20O","Direction to Enforce Writ of Seizure and Sale of Personal Property","enforcement","ambiguous-official-identity","Jan. 23, 2014","","user-facing catalogue record","provenance-missing","Official page form number matched, but the page title does not exactly match the catalogue title."
"66684b2b-c031-488e-8e19-c0c4d40c4d6c","small-claims","Form 20P","Affidavit for Enforcement Request","enforcement","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"c90c79ac-0071-44d3-9d7e-8bbe60b424a2","small-claims","Form 20Q","Notice of Garnishment Hearing","enforcement","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"d30522f0-e648-4478-972e-5f6f671ef39b","small-claims","Form 20R","Notice of Termination of Garnishment","enforcement","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
